s_no,brand_name,description
GERUA,GERUA,"Navy blue and white printed kurta with trousersNavy blue and white printed straight calf length kurta with striped detail, has a round neck, three-quarter sleeves, straight hem, side slits, hook closure at the backNavy blue and white printed trousers with striped detail, has partially elasticated waistband, slip-on closure, two pockets"
263,AURELIA,Green and Golden printed dupatta
141ROGN,WROGN,"Navy Blue and Grey checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
NBA,NBA,"Black and grey colourblocked T-shirt, has a round neck, and long sleeves"
Canary London,Canary London,"Navy Blue solid formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket"
263,AURELIA,"Charcoal grey yoke design straight kurta, has a round neck, three-quarter sleeves, straight hem, side slits"
228,Style Quotient,"Off-White, navy blue and orange striped woven regular top with lace insert detail, has a round neck, and short sleeves"
justpeachy,justpeachy,Multicoloured Triangular Earrings Secured with a post and back
263,AURELIA,"Navy Blue and Mustard yellow printed layered A-line winter kurta with tie-ups, has a mandarin keyhole neck, three-quarter sleeves, and flared hem"
141ROGN,WROGN,"Charcoal grey, beige and black checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
ONLY,ONLY,"Navy blue tank top, has a round neck, sleeveless, racerback"
Lavie,Lavie,"Olive Green solid sling bag, has a button closure1 main compartment, 1 external and 2 inner pocketsTablet sleeve: NoOne Handle with a non-detachable sling strap"
263,AURELIA,"White self-striped straight kurta, has a mandarin collar, three-quarter sleeves, straight hem, and side slits"
Y141C,YWC,YWC Men Black Solid Single-Breasted Blazer
RUF & TUF,RUF & TUF,"Blue medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
NBA,NBA,"Maroon straight fit track pants, has an elasticated waistband with a drawstring fastening, 3 pockets"
263,AURELIA,"Sea Green and peach-coloured printed kurta with palazzos with dupatta Sea Green printed A-line calf length kurta, has a notched round neck, three-quarter sleeves, high-low hemSea Green printed palazzos, has a partially elasticated waistband, slip-on closurePeach-coloured printed dupatta, has printed border"
Lavie,Lavie,"Brown solid three fold wallet, has a button1 main compartmentMultiple card holder, 1 id card holder, 4 slip pockets2 external pockets"
Lavie,Lavie,"Copper-Toned solid sling bag, has a button closure1 main compartment, 1 external and 2 inner pocketsTablet sleeve: NoOne Handle with a non-detachable sling strap"
141ROGN,WROGN,"Blue medium wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
263,AURELIA,"Grey and Silver printed straight kurta, has a mandarin collar, three-quarter sleeves, hook and eye closure, curved hem, and multiple slits"
justpeachy,justpeachy,Gold-Toned and Green Geometric Earrings and has artificial stones Secured with a post and back
141ROGN,WROGN,"Blue light wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
263,AURELIA,"A pair of Black solid woven flared fit Palazzos, opaque, and slip-on closure"
Jack & Jones,Jack & Jones,"Navy blue solid mid-rise chinos, has button closure, five pockets"
FAUSTO,FAUSTO,"A pair of round-toe blue flat boots, has mid-top styling, velcro detailSynthetic Leather upperCushioned footbedTextured and patterned outsole"
263,AURELIA,"Red and golden printed flared maxi skirt, has an elasticated waistband with slip-on closure"
263,AURELIA,"Green and golden printed straight kurta with sequinned detail, has a mandarin collar, three-quarter sleeves, straight hem, hook and eye closure, and side slits"
SPRAY GROUND,SPRAY GROUND,Black backpackNon-Padded haul loop1 main compartment with zip closurePadded backZip PocketPadded shoulder strap: Non-PaddedWater-resistance: NoWarranty: 1 yearWarranty provided by brand/manufacturer
Alena,Alena,"Yellow embellished woven maxi dress, has a round neck, sleeveless, and flared hemComes with an outer layer jacket, has a tie-up neck, three-quarter sleeves, flared hem"
Shoetopia,Shoetopia,"A pair of peach-coloured & gold-toned open toe sandals, has regular styling, closed back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a block heel"
Studio 242,Studio Voylla,"Gold-Toned Classic Earrings, brass-plated, and has artificial beads Secured with a post and back"
263,AURELIA,"Grey solid shimmery detail churidar length leggings, has an elasticated waistband,"
GERUA,GERUA,"Navy blue and beige printed kurta with trousersNavy blue and beige printed straight calf length kurta, has a keyhole neck, three-quarter sleeves, straight hem, side slitsNavy blue and beige printed trousers, has an elasticated waistband, slip-on closure, and two pockets"
263,AURELIA,"Off-White and golden printed straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits"
GAP,GAP,"Pink printed T-shirt, has a round neck, and short sleeves"
141ROGN,WROGN,"Navy Blue and White self striped casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
263,AURELIA,"Green and white yoke design straight kurta, has a mandarin collar, three-quarter sleeves, straight hem, side slits"
215,Kryptic,"Maroon and navy blue checked T-shirt, has a polo collar, and short sleeves"
141ROGN,WROGN,"Black printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
244,MBOSS,"Black solid laptop bagTwo Handles1 main compartment, has padded laptop sleeve1 external pocketTablet Sleeve: NoWarranty: 1 yearWarranty provided by brand/manufacturer"
263,AURELIA,"Colour: blue and off whiteFloral printedKeyhole neckLong sleeves, regular sleevesStraight shape with regular styleCalf length with straight hemMachine weave regular polyester"
228,Style Quotient,"Blue solid denim jacket, has a spread collar, four pockets, button closure, long sleeves, straight hem, and unlined"
Studio 242,Studio Voylla,"Silver-plated handcrafted maang tikka, has intricate textured detailing and artificial stonesSecured with S-hook closure"
263,AURELIA,"Maroon and golden printed woven maxi flared skirt with gathered detail, has an elasticated waistband, flared hem"
263,AURELIA,"A pair of red and navy printed woven wide leg palazzos, has a slip-on closure"
Skechers,Skechers,Lens colour: BrownLens feature: UV Protected LensFrame material: PlasticFrame style: Full RimBest suited for: Oval face shapeComes in a Skechers coverWarranty: 1 yearWarranty provided by brand/manufacturer
263,AURELIA,"Green and gold-toned printed straight kurta with sequins detail, has a keyhole neck, three-quarter sleeves, straight hem, and side slits"
76,Puma,Black backpackNon-Padded haul loop1 main compartment with zip closurePadded backZip PocketPadded shoulder strap: PaddedWater-resistance: NoWarranty: 3 monthsWarranty provided by brand/manufacturer
215,Kryptic,"Maroon and navy blue striped T-shirt, has a polo collar, and short sleeves"
Canary London,Canary London,"Blue medium wash 5-pocket low-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
141ROGN,WROGN,"Navy Blue and Maroon checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
263,AURELIA,"A pair of Blue and Off-white printed woven straight Palazzos, opaque, slip-on closure"
141ROGN,WROGN,"Coffee brown solid sweatshirt, has a turtle neck, long sleeves, two pockets and straight hem"
263,AURELIA,"Navy blue solid mid-rise trousers, has a partially elasticated waistband with slip-on closure, and two pockets"
GIO COLLECTION,GIO COLLECTION,Lens colour: GreyLens feature: UV Protected LensFrame material: PolycarbonateFrame style: Full RimBest suited for: Oval face shapeComes in a GIO COLLECTION coverWarranty: 1 yearWarranty provided by brand/manufacturer
KLEIO,KLEIO,"1.Type-Backpack II Material-PU Leather II Product Dimensions (LxBxH) inches- 14x5x122.Compartments-1 II Pockets-4 II Sling length (inches)-373.Closure type-Magnetic Button II Inside material-Polyester II 13"" high book can be kept Easily.Closure type-Magnetic Button II Inside material-Polyester II 13"" high book can be kept Easily.4.Occassion-Travel/ office/ College/ School/ picnic II Pattern-Metallic Colors5.CARE : 3 months warranty for manufacturing defects. As it is a new item, sometimes there maybe little smell but it will go away after few days by putting in open air. Do not wash. You can use wet neutral colored cloth to wipe clean it. Please confirm the size as per our description instead of product image. Measurement is done manually and may vary by 1"". Do allow little color difference from actual product as it may vary due to color reflection in different monitor, light, background etc."
141ROGN,WROGN,"Charcoal Grey,Black and Grey colourblocked T-shirt, has a polo collar, and short sleeves"
263,AURELIA,"Blue and golden kurta with trousers and dupattaBlue and golden striped semi-sheer A-line calf length kurta, has a round neck, three-quarter sleeves, front high slitBlue solid trousers, has a partially elasticated waistbandBlue solid dupatta, has taping border"
t-base,t-base,"Yellow and Blue colourblocked jacket, has a hooded, 2 pockets, zip closure, long sleeves, straight hem, and polyester"
263,AURELIA,"Orange solid knitted slim-fit churidar, has an elasticated waistband and slip-on closure"
UNKNO141N by Ayesha,UNKNOWN by Ayesha,Silver-Toned and black Cancer sign necklaceMaterial and stone type: Metal with Artificial BeadsClosure: Slip-On
238,Campus,"A pair of maroon running sports shoes, has regular styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleCampus's rose provides you cushioning that delivers a soft, springy ride for a route that begs to be crushed. The shoes delivers a soft, smooth and responsive ride.Warranty: 30 daysWarranty provided by brand/manufacturer"
263,AURELIA,"Green and golden self design kurta with palazzos and dupattaGreen and golden self design straight knee length kurta, has a round neck, short sleeves, side slitsGreen solid palazzos, has partially elasticated waistband, slip-on closureGreen solid dupatta, has taping border"
Lavie,Lavie,"Olive Green textured hobo bag, has a zip closure1 main compartment, 1 external and 4 inner pocketsTablet sleeve: NoOne Handle"
263,AURELIA,"Lime green and Golden printed straight kurta with sequins detail, has a round neck, three-quarter sleeves, straight hem and side slits"
141ROGN,WROGN,"Burgundy solid casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
263,AURELIA,"Brown solid straight kurta, has a mandarin collar with hook and eye closures, three-quarter sleeves, straight hem, and side slits"
263,AURELIA,"Sea Green and golden yoke design kurta with palazzos and dupattaSea Green and golden yoke design A-line calf length kurta, has a round neck, three-quarter sleeves, button closure, high-low hem, attached liningSea Green and golden printed palazzos, has slip-on closureSea Green solid dupatta, has a taping border"
141ILD 141EST,WILD WEST,"Black printed T-shirt, has a round neck, and long sleeves"
Skechers,Skechers,Lens colour: GreyLens feature: UV Protected LensFrame material: PlasticFrame style: Full RimBest suited for: Oval face shapeComes in a Skechers coverWarranty: 1 yearWarranty provided by brand/manufacturer
263,AURELIA,"Blue and Mustard yellow printed knitted winter straight kurta, has a round neck, long sleeves, straight hem, and side slits"
263,AURELIA,"Maroon, gold and green printed Kurta with Churidar with dupatta with dupattaKurta design: Maroon, gold and green Ethnic motifs printedAnarkali shapeRegular styleRound neck, three-quarter regular sleevesBeads and stones detailCalf length with flared hemPolyester Churidar design: Maroon Solid ChuridarElasticated waistbandSlip-on closureDupatta design:Pink embellshed dupatta, has printed border "
Lavie,Lavie,"Tan solid shoulder bag, has a zip closure1 main compartment, 2 external and 4 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strap"
