s_no,brand_name,description
189,DODO & MOA,"Black solid woven sheath %S, has a round neck, short sleeves, concealed zip closure, and straight hem"
186,Metro,"A pair of gold-toned round toe mules, has regular styling, open back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a block heelWarranty: 1 monthWarranty provided by brand/manufacturer"
246,ELLE,"Navy blue printed T-shirt, has a round neck, and sleeveless"
267,DDecor,Set content: 1 Queen bedsheet with 2 pillow coversQuality: RegularThread count: 140Colour: BluePattern: Floral
281,Kittens,"A pair of round-toe blue slip-on sneakers, has regular styling, velcro detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer"
115,HERE&NOW,"White light wash 5-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops"
146,Kvsfab,"Yellow and Black colourblocked straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits"
221,Genie,Purple backpackPadded haul loop2 main compartments with zip closurePadded Mesh backZip PocketPadded shoulder strap: PaddedWater-resistance: YesWarranty: 1 yearWarranty provided by brand/manufacturer
280,Belle Fille,"Red knitted jacket, has a mock collar with button detail, a concealed full zip closure, three-quarter sleeves, two welt pockets"
249,GIORDANO,"Orange solid shoulder bag, has a zip closure1 main compartment, 1 external and 4 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer"
9,Vishudh,"Navy Blue and Red checked straight kurta, has a mandarin collar, three-quarter sleeves, straight hem, and multiple slits"
271,Schwarzkopf PROFESSIONAL,Bonacure Keratin Smooth Perfect Micellar Shampoo
236,Alvaro Castagnino,Black and white pocket square with printed detail
115,HERE&NOW,"Blue medium wash 5-pocket mid-rise cropped jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
247,OBSESSIONS,Grey solid reversible bathmat
41,Roadster,"Blue medium wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
246,ELLE,Yellow and Blue printed woven regular  top and has a round neck
223,Fos Lighting,Colour: Gold toned and blackPattern: SolidUtility: Wall or ceilingShape: GeometricMaterial: MetalBulb Holder Type: E27
25,Tokyo Talkies,"Rust orange woven embroidered top, has a tie-up neck, and three-quarter sleeves"
235,Bodycare,Pack of 2 solid half-coverage assorted T-shirt brasLightly padded and non-wired seamless cupsRegular straps and back closureBack style: RegularFeature: All day comfortDisclaimer: The final product delivered might vary in colour and prints from the display here
232,VRINDA,Set content: Single Door curtainsColour: BrownPattern: Striped DoorLight blocking: RegularFitting: EyeletLining: No
246,ELLE,"Blue colourblocked shoulder bag, has a zip closure2 main compartments, 1 external and 5 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer"
246,ELLE,"Grey solid shoulder bag, has a zip closure2 main compartments, 1 external and 5 inner pocketsTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer"
191,Shaily,"Design Detail:Grey   checked saree and has a solid border Blouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look likeFabric:Net is a sheer and delicate fabric that is made with a process looping or knotting of the weave at intersections."
173,Red Tape,"A pair of round-toe black brogues, has regular styling, lace-up detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer"
280,Belle Fille,"Grey knitted jacket, has a mock collar with button detail, a concealed full zip closure, three-quarter sleeves, two welt pockets"
269,Evoke 1899,"Off-white T-shirt with printed panelled detail, has a round neck, short sleeves, and a patch pocket"
187,Marks & Spencer,Pink regular topSolidRound NeckShort sleevesWaist tie-ups detailKnittedButton closure
220,UCLA,"Black solid T-shirt, has a Henley neck, and short sleeves"
25,Tokyo Talkies,"Red checked woven shirt dress, has a mandarin collar, three-quarter sleeves, button closure, and flared hem"
41,Roadster,"Blue medium wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
268,INVICTUS,"Teal Blue and Black self-design formal shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
53,DressBerry,"Blue medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
282,Slub,"Blue checked casual shirt, has a semi-cutaway collar with a full button placket, long sleeves, a chest pocket on the front, and a curved hem"
204,IMYOUNG,"Maroon printed T-shirt, has a scoop neck, and sleeveless"
159,Flying Machine,"Black cardigan, has a mock collar with a short zip closure and long sleeves"
220,UCLA,"White and Red printed T-shirt, has a round neck, and short sleeves"
235,Bodycare,Pack of 2 solid half-coverage assorted T-shirt brasLightly padded and non-wired seamless cupsRegular straps and back closureBack style: RegularFeature: All day comfortDisclaimer: The final product delivered might vary in colour and prints from the display here
227,Rajasthan Decor,Set content: 2 pillow coversColour: White & BlueMaterial: CottonPattern: Paisley printedClosure: Overlap
41,Roadster,"Navy Blue dark wash 5-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops"
247,OBSESSIONS,Set content: 1 bath rugColour: BlueFabric: PolyesterPattern: CheckedShape: Rectangle
230,URBAN TRIBE,Taupe backpackPadded haul loop2 main compartments with zip closurePadded backPocket with OrganiserPadded shoulder strap: PaddedWater-resistance: YesWarranty: 1 yearWarranty provided by brand/manufacturer
186,Metro,"A pair of gold-toned open-toed flats, has regular styling, no back strap detailSynthetic upperCushioned footbedTextured and patterned outsole"
112,Soumya,Set content: Single Long Door curtainColour: BrownPattern: Solid Long DoorLight blocking: Room DarkeningFitting: EyeletLining: Yes
159,Flying Machine,"Brown printed T-shirt, has a round neck, and short sleeves"
189,DODO & MOA,"White solid A-line kurta, has a mandarin collar, three-quarter sleeves, and asymmetric hem, has tassels"
283,Blissta,Beige and red embroidered unstitched dress materialBeige embroidered kurta fabricRed bottom fabricRed dupatta with contrast taping along the border
284,Alena,"Mustard yellow printed A-line kurta, has a shirt collar, three-quarter sleeves, and flared hem"
35,MIAH Decor,Content: 4 pieces cups setPattern: PrintedFinish: GlossyMaterial: Ceramic
41,Roadster,"Blue light wash 5-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops"
270,Newport,"Orange printed T-shirt, has a round neck, and short sleeves"
285,SWHF,Set content: 1 bath rug Colour: Black Fabric: CottonPattern: Solid Shape: Oval Features: Anti-Skid
159,Flying Machine,"Charcoal grey cardigan with melange effect, has a mock collar with a short zip closure and long sleeves"
268,INVICTUS,"Yellow and White printed T-shirt, has a polo collar, and short sleeves"
270,Newport,"Red and grey printed T-shirt, has a round neck, and short sleeves"
279,Steenbok,"Off-white printed T-shirt, has a round neck, and short sleeves"
280,Belle Fille,"Navy blue jacket, has an attached hood with fur-like detail, long sleeves, a full zip closure on the front with button closures, two slant pockets on either side"
30,Urban Dog,"Pack of two assorted boxers, has two pockets, an elasticated waistbandDisclaimer: The final product delivered might vary in colour and prints from the display here."
286,JUMP USA,"Blue medium wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
41,Roadster,"Blue medium wash 5-pocket mid-rise jeans, mildly distressed, light fade, has a button and zip closure, and waistband with belt loops"
268,INVICTUS,"Olive Green solid casual shirt, has a spread collar, long sleeves, button placket, and curved hem"
159,Flying Machine,"Blue medium wash 5-pocket low-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
287,St. Ives,Fresh Skin Apricot Face Scrub
237,Organic Harvest,"What It Is?:Organic Harvest Unisex Activ Luminosity Anti Pigmentation Cream 50gmWhat It Does?:Luminosity - Anti Pigmentation Cream gives your skin nightmares, concerning uneven skin tone, spots, blemishes and ugly patches, a break by incorporating this quintessential Luminosity Premium range in your daily regime. It promotes skin leveling and brightening by inhibiting the tyrosinase activity of melanin as well as reducing the degree of skin tanning upon UV exposure. Feel rejoiced upon experiencing a gleaming looking skin. The product claims to even out your skin tone by controlling melanin production which helps prevent skin darkening. It also helps eliminate dark spots, freckles and blemishes.Features:Decreases melanin productionLightens pigmentationReduces uneven skin tone and gives skin a glowSuitable for both men and womenCertified organic productSuitable for all skin typesCream basedGives skin a natural glowIngredients:Red guava extract, black currant seed oil and bearberry extractAbout the Brand: Organic Harvest is the first Indian homegrown brand which has an entire range of organic skin care, body care and hair care products that are free from any harsh chemicals, Parabens, Phthalates, mineral oil, PABA, petrolatum, paraffin or animal ingredients. The brand is an incredible concept that reflects healthy lifestyle since the products are derived from plants that have been grown without chemical fertilizers, herbicides and pesticides, making them skin friendly."
238,Campus,A pair of grey comfort sandalsSynthetic upper with velcro closureCushioned footbedPatterned tpr outsoleWarranty: 1 monthWarranty provided by brand/manufacturer
267,DDecor,Set content: 1 Queen bedsheet with 2 pillow coversQuality: RegularThread count: 140Colour: BrownPattern: Floral
245,Gold,"Pink solid handheld bag, has a zip closure1 main compartmentTwo Handles"
249,GIORDANO,"Black solid shoulder bag, has a zip closure2 main compartments, 1 external and 5 inner pocketsTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer"
220,UCLA,"Yellow checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
278,Unravel India,Set Contents: 1 planter pot Colour: Blue Pattern: Textured Shape: Bowl shaped Type: Table planter Material: Ceramic 
41,Roadster,"Blue medium wash 5-pocket mid-rise jeans, low distress, light fade, has a button and zip closure, and waistband with belt loops"
227,Rajasthan Decor,Set content: Single bed dohar Usage: AC Room GSM: 120 Colour: White and Blue Pattern: Ethnic Motifs Dohar
247,OBSESSIONS,Set content: 1 bath rugColour: Brown and greyFabric: PolyacrylicPattern: ColourblockedShape: Rectangular
246,ELLE,"A pair of black solid open toe heels, has mid-top styling, ankle loop detailSynthetic upperCushioned footbedTextured and patterned outsole, has a block heel"
